Age,Income,Gender,Marital_Status,Tenure_Months,Recency,Frequency,Monetary,Response
22,72816.86,Male,Married,25,66,13,2917.52,1
64,48576.42,Female,Widowed,109,39,6,2819.47,0
66,71451.66,Female,Widowed,55,9,6,2565.25,1
47,87987.11,Female,Single,46,88,9,2867.91,0
63,78492.67,Male,Widowed,32,51,16,3322.66,1
69,61192.61,Male,Widowed,55,71,11,2380.31,0
22,47061.26,Female,Married,96,74,7,2276.03,1
29,73964.47,Male,Married,5,60,10,3143.58,0
33,67869.71,Female,Single,36,63,10,1894.92,0
43,77903.86,Female,Widowed,110,4,18,3114.57,0
43,72703.44,Male,Single,106,52,9,2091.65,0
65,80991.05,Female,Widowed,49,54,15,3300.13,1
38,49295.3,Male,Divorced,106,36,4,2191.03,0
56,86347.88,Male,Divorced,58,55,8,2403.8,0
53,63951.99,Female,Single,39,58,9,3314.44,0
50,101505.22,Male,Single,80,92,13,2111.98,1
47,46216.24,Male,Single,97,68,9,2557.91,0
54,94719.28,Female,Married,113,72,4,2109.94,0
40,63958.22,Female,Married,85,58,17,3116.21,1
27,46971.64,Male,Married,61,1,16,3764.67,0
22,50322.28,Male,Single,9,64,15,2447.38,0
53,53593.05,Female,Widowed,6,59,3,1551.3,0
51,68483.32,Male,Divorced,115,50,5,1845.34,0
69,70456.71,Male,Single,109,29,5,2133.59,1
48,48526.0,Male,Married,35,10,15,2782.12,1
27,59512.91,Male,Married,39,91,18,2957.26,0
36,102845.41,Male,Single,22,75,15,3651.33,0
49,94550.86,Male,Single,41,38,2,2912.42,0
18,68726.47,Male,Married,118,89,13,3301.47,0
22,60760.07,Female,Widowed,5,76,4,3457.22,0
62,62400.63,Female,Married,42,71,10,2912.05,0
21,72270.36,Female,Married,87,62,13,3204.18,1
33,39544.15,Female,Single,81,63,10,2902.39,0
41,54852.47,Female,Widowed,76,60,9,2770.45,0
33,26628.32,Male,Married,87,53,8,2597.2,0
19,67984.46,Male,Married,80,91,3,1951.57,0
66,72943.92,Male,Divorced,67,93,16,2176.61,0
45,50336.27,Male,Single,30,72,14,2634.67,0
49,91479.74,Female,Divorced,57,94,9,2732.89,1
44,35484.69,Male,Divorced,86,57,11,2586.13,0
37,30712.5,Male,Married,73,84,3,1617.33,0
41,64489.04,Female,Single,29,55,5,2167.06,0
29,80941.97,Male,Widowed,111,33,10,2391.0,0
67,93678.55,Male,Married,37,30,13,2618.82,1
52,50822.31,Female,Widowed,87,51,4,2445.46,0
50,81573.62,Male,Widowed,13,88,13,3003.13,0
50,59229.83,Male,Single,32,75,12,2349.97,0
68,56547.45,Male,Divorced,46,0,5,2740.56,0
60,77673.2,Male,Single,116,54,10,3065.82,1
54,73046.46,Male,Widowed,111,21,9,2610.15,0
29,28472.16,Female,Married,112,39,7,2682.38,0
20,89530.81,Female,Widowed,23,0,2,2592.12,1
18,87601.83,Female,Married,45,64,7,1801.18,1
50,47488.75,Female,Married,17,62,8,2927.37,0
57,67916.07,Female,Single,119,53,7,1954.97,0
27,69880.6,Female,Widowed,104,41,14,2353.65,1
60,65213.48,Male,Divorced,85,20,19,3048.14,0
61,48993.9,Female,Widowed,66,78,5,1177.98,0
46,46567.53,Female,Widowed,101,80,18,2987.81,1
30,59488.92,Male,Divorced,6,21,12,3090.89,1
29,83454.58,Male,Single,108,37,17,2027.04,1
48,70872.0,Female,Widowed,18,98,13,3194.5,0
63,52587.71,Male,Widowed,94,79,2,1750.61,0
19,75433.97,Female,Married,22,7,13,2753.43,1
68,10000.0,Male,Widowed,118,61,7,2073.21,0
67,82975.31,Female,Divorced,33,46,10,2786.46,0
52,25205.72,Male,Married,30,16,6,2812.47,0
40,52751.18,Male,Single,81,16,3,2473.51,0
34,37606.6,Female,Married,107,89,3,2148.01,0
43,34106.37,Female,Divorced,32,12,18,2662.07,0
25,83216.54,Female,Divorced,42,16,11,2515.35,1
46,50645.98,Female,Married,115,37,5,2577.99,1
43,66930.08,Female,Single,78,80,19,3295.13,1
27,59061.59,Male,Married,10,77,19,3225.41,1
43,69540.82,Female,Single,111,44,15,2108.71,0
51,61536.44,Female,Married,115,5,16,2788.49,1
68,34340.16,Male,Divorced,36,34,9,2133.29,0
58,79925.34,Male,Widowed,34,13,4,2532.46,0
24,50124.87,Female,Widowed,73,71,15,2367.51,0
21,28868.36,Male,Single,106,60,12,2826.03,0
67,51437.7,Male,Single,28,14,3,2008.91,1
62,90015.2,Female,Single,11,53,14,1760.45,1
28,77004.43,Male,Divorced,78,26,17,3315.48,0
46,53026.96,Male,Married,39,12,19,2937.36,1
53,53014.85,Female,Divorced,119,30,6,2937.99,0
42,53567.3,Female,Widowed,47,34,4,1367.35,1
38,101534.96,Male,Single,118,59,7,2204.24,0
53,67638.71,Male,Married,19,5,19,2841.8,1
27,68600.83,Female,Widowed,118,68,17,2985.1,0
54,80605.67,Male,Widowed,15,85,16,2137.41,1
26,64775.78,Male,Widowed,28,57,15,3022.02,0
41,54819.16,Male,Divorced,24,48,8,3355.83,0
52,56073.0,Female,Single,72,22,19,3187.27,1
66,58567.97,Male,Widowed,107,88,8,2446.44,0
52,59255.56,Male,Single,9,33,18,2211.27,1
65,74552.59,Female,Divorced,47,25,16,2412.88,1
53,61038.92,Male,Widowed,33,46,19,2922.08,0
35,74652.8,Male,Divorced,62,4,10,2235.11,0
66,58385.67,Female,Divorced,97,89,17,3363.13,0
56,61572.7,Female,Single,19,19,13,2916.85,1
49,20035.99,Female,Widowed,67,5,13,3996.19,0
41,78326.55,Female,Divorced,74,69,7,1859.57,1
40,66929.77,Male,Widowed,40,58,10,2516.56,0
49,79960.2,Male,Single,47,63,2,1408.25,0
54,10000.0,Female,Divorced,106,17,4,1088.78,0
29,101767.49,Female,Single,65,3,6,2661.36,1
66,57208.21,Male,Widowed,29,16,18,3148.31,1
30,82163.66,Female,Widowed,50,13,6,1872.7,1
40,39201.88,Male,Single,98,77,17,2896.51,0
42,72255.48,Female,Married,115,12,14,2385.37,0
52,38931.69,Male,Divorced,13,6,11,2302.9,0
58,47524.62,Female,Widowed,118,43,19,2789.86,0
47,98280.63,Female,Widowed,1,14,2,1651.72,1
34,56186.35,Male,Divorced,34,18,3,1791.68,1
66,64348.66,Female,Single,93,62,11,2205.78,1
37,77401.35,Male,Single,48,34,6,2511.44,0
65,69913.64,Male,Single,111,80,14,1312.89,0
42,63008.38,Male,Married,77,34,19,2836.19,0
39,67299.22,Male,Married,48,18,16,2256.16,1
30,108068.31,Male,Widowed,49,19,7,1824.22,1
36,58847.62,Female,Single,117,99,8,2137.17,0
66,64021.98,Female,Divorced,64,34,19,2942.83,1
53,81013.09,Male,Widowed,61,31,16,2692.79,1
29,82110.52,Female,Divorced,29,47,7,1817.97,1
58,83740.61,Male,Widowed,39,43,9,2810.85,0
36,72774.6,Female,Married,88,23,13,2198.7,1
29,37139.9,Female,Widowed,26,60,1,1682.65,0
26,92668.63,Female,Married,17,16,8,2542.25,1
24,37073.09,Female,Widowed,71,70,4,2360.18,0
45,66052.71,Male,Single,13,49,3,1844.15,0
31,44914.48,Male,Divorced,69,64,3,681.92,0
48,58717.23,Female,Single,26,98,13,2207.25,0
69,66575.25,Female,Widowed,49,31,8,2480.94,0
36,66427.14,Male,Widowed,67,35,7,2694.3,0
64,68438.42,Female,Widowed,7,12,1,2010.35,0
33,92274.23,Male,Married,58,69,16,2560.51,0
22,69070.69,Male,Divorced,49,57,6,3446.61,0
52,55116.87,Male,Divorced,103,13,7,2163.76,1
29,79281.74,Female,Widowed,53,36,12,2906.12,1
42,83789.41,Male,Widowed,65,78,9,1782.47,1
69,35447.84,Female,Married,113,67,11,2004.92,0
38,71948.0,Male,Single,62,39,10,2823.66,1
53,74023.45,Female,Single,17,58,1,2572.28,0
40,54048.73,Female,Divorced,43,79,18,2705.14,0
33,87514.14,Female,Married,25,91,4,1275.68,1
56,56998.89,Male,Widowed,3,15,5,2166.22,1
62,62511.53,Male,Divorced,79,61,9,2544.7,0
59,56538.56,Female,Married,29,3,17,2899.41,1
56,60311.58,Female,Single,117,44,3,1868.31,0
31,38074.5,Female,Married,107,89,16,2723.56,1
48,31198.98,Male,Single,32,27,5,1875.11,0
22,91890.1,Male,Married,26,95,16,2244.08,0
52,43060.77,Male,Divorced,16,65,3,2527.83,0
40,40172.15,Male,Single,25,30,15,2798.9,1
46,16932.2,Female,Divorced,54,2,3,2074.66,0
60,47220.77,Female,Divorced,28,7,14,2446.43,0
28,33538.2,Male,Single,73,23,16,2709.91,1
35,92840.3,Male,Single,120,14,17,2930.16,1
64,80196.34,Female,Widowed,56,42,18,3764.34,1
29,46236.99,Male,Widowed,65,30,18,3227.27,1
26,105048.72,Male,Widowed,93,72,14,2366.85,1
27,79635.31,Male,Divorced,86,44,18,2572.12,0
61,53503.37,Male,Divorced,80,65,15,2344.16,0
34,10011.89,Male,Widowed,41,7,15,2649.74,0
55,105818.85,Male,Divorced,115,70,6,1893.77,1
24,32208.55,Female,Divorced,108,56,15,2987.41,0
63,27092.03,Male,Single,51,79,18,1578.24,0
30,80451.41,Male,Single,118,98,4,2467.58,0
57,108795.05,Female,Divorced,105,29,8,2537.69,1
59,87685.46,Female,Widowed,71,73,15,3381.37,1
26,71278.18,Female,Married,78,17,3,2588.39,0
67,71895.09,Male,Widowed,29,68,15,2408.15,1
44,77068.31,Female,Married,83,92,13,3032.15,1
19,75178.57,Male,Widowed,19,38,9,2365.97,0
22,65623.83,Male,Single,66,59,2,1132.85,0
46,62084.02,Male,Divorced,41,97,8,2479.42,0
54,58748.14,Female,Divorced,45,42,17,2537.87,0
55,44920.71,Female,Single,15,44,13,2650.11,0
36,54386.5,Female,Married,3,22,1,2875.72,0
25,26140.86,Female,Married,11,68,2,2212.39,0
65,58033.21,Female,Married,53,93,15,2241.33,1
62,40228.18,Male,Single,46,5,12,3082.21,1
18,37928.21,Male,Married,30,55,14,2881.27,0
39,63597.88,Male,Single,57,3,2,1532.42,0
69,87840.05,Male,Widowed,104,92,18,2096.88,0
34,78366.33,Female,Widowed,18,22,7,1861.33,1
24,28589.99,Female,Single,51,5,6,2718.15,0
42,40207.44,Male,Divorced,48,31,14,2549.2,0
62,78815.42,Female,Widowed,66,17,8,2440.57,1
21,40350.25,Female,Married,96,14,2,1430.74,0
53,55507.34,Male,Single,8,39,17,3281.61,1
23,71001.04,Male,Married,22,95,5,1242.41,0
48,40633.11,Female,Married,6,72,14,2372.31,0
36,62107.51,Female,Divorced,76,73,3,2359.23,0
61,33319.49,Male,Married,111,83,5,1688.68,0
56,47972.65,Male,Divorced,57,5,16,3107.06,0
44,66395.64,Male,Widowed,104,62,18,2465.4,0
27,28140.13,Female,Single,36,66,17,2236.96,1
43,68809.49,Male,Married,79,10,11,3193.24,1
36,59607.24,Male,Single,92,42,17,2926.97,1
56,71049.8,Female,Married,116,16,16,3059.52,0
20,64478.28,Female,Single,57,95,2,2609.1,0
62,87282.81,Female,Married,49,3,4,890.35,1
30,62504.49,Female,Married,45,62,7,2667.39,1
67,51411.89,Female,Married,82,67,2,1719.49,0
45,62445.95,Male,Married,66,80,6,1985.36,0
37,70865.96,Male,Married,77,40,17,3068.72,0
45,60977.2,Female,Married,45,82,7,2168.48,0
25,60811.83,Female,Married,118,4,5,2547.26,1
58,45960.17,Female,Married,79,31,5,2229.58,0
56,46741.98,Female,Married,20,85,16,2884.1,0
18,31947.89,Female,Single,64,69,19,2704.89,0
20,94991.53,Male,Divorced,93,34,9,1917.53,1
30,35122.74,Male,Married,106,21,5,1879.84,1
45,46141.9,Male,Divorced,93,64,8,2348.59,1
66,45631.85,Male,Married,67,83,9,3368.62,0
42,77898.49,Female,Married,83,21,5,2985.95,1
50,54101.01,Male,Single,3,10,10,2173.35,1
55,84954.84,Female,Widowed,54,76,2,2130.13,1
23,46530.19,Female,Widowed,78,2,9,2306.14,1
61,65579.88,Female,Single,64,8,11,2615.13,1
62,43293.06,Male,Divorced,40,59,4,2329.46,0
49,102902.98,Female,Widowed,59,75,2,2363.76,0
62,36248.03,Male,Single,55,86,6,849.43,0
64,66196.41,Male,Single,62,13,14,2883.25,0
38,72675.54,Female,Widowed,4,96,1,1850.54,0
33,68275.98,Female,Divorced,60,17,18,2547.53,1
38,56294.25,Female,Single,116,72,7,2747.13,0
28,57403.59,Male,Married,75,22,1,2783.41,0
54,60876.23,Female,Divorced,95,73,1,2394.5,0
53,57059.96,Male,Divorced,107,82,1,1790.72,0
52,79277.58,Female,Widowed,96,46,4,1662.0,1
36,104210.46,Female,Widowed,91,68,4,696.88,0
37,48850.16,Male,Married,30,46,18,2991.26,1
35,32603.94,Male,Single,107,86,11,2839.51,0
64,58234.36,Male,Widowed,2,29,1,1999.07,0
58,111594.19,Male,Widowed,62,24,10,2966.87,1
66,43926.51,Male,Divorced,49,27,9,1789.9,1
31,92782.34,Male,Widowed,9,97,4,2114.38,0
32,93554.02,Female,Widowed,92,24,6,2174.85,0
48,48928.24,Female,Widowed,31,73,16,2744.95,0
18,71379.66,Male,Widowed,98,77,2,2683.97,0
20,92567.93,Female,Divorced,61,57,18,2847.58,0
33,52417.45,Male,Married,120,93,10,2352.6,0
40,55928.39,Female,Married,79,40,17,2381.65,0
28,48366.38,Female,Single,48,24,13,3314.29,0
29,39704.87,Male,Widowed,25,77,18,2184.4,1
27,47014.45,Male,Divorced,36,98,13,2373.5,0
49,35521.19,Male,Single,8,47,17,3696.97,0
33,60681.67,Female,Single,73,97,5,2484.12,0
25,44600.54,Male,Married,58,9,11,2539.91,1
55,64675.72,Female,Divorced,101,98,7,2360.85,0
29,28882.09,Male,Divorced,112,74,10,2026.81,0
41,66617.6,Female,Divorced,45,10,17,2815.74,1
45,76670.58,Female,Married,62,84,15,2575.07,0
25,20125.29,Male,Married,39,20,18,2989.81,1
45,67481.13,Female,Married,96,85,19,2196.88,1
53,84553.38,Female,Married,58,44,2,2298.93,0
43,35807.18,Male,Married,116,6,4,2708.31,1
25,93451.45,Female,Widowed,81,80,3,2048.09,0
67,68380.38,Male,Widowed,99,63,7,2673.55,0
45,45899.76,Male,Divorced,101,63,18,3055.17,0
45,58884.62,Male,Single,83,1,10,2196.13,0
54,71166.54,Male,Divorced,64,75,7,1820.74,0
58,61520.11,Female,Single,44,41,8,1940.81,0
53,70775.12,Female,Married,29,81,6,2446.45,0
44,41586.53,Female,Single,59,53,1,2021.93,0
34,63387.22,Male,Divorced,71,74,4,2837.55,0
26,31725.71,Female,Divorced,92,15,14,3095.44,1
50,57775.48,Female,Single,9,17,17,3244.39,1
37,41921.85,Male,Widowed,92,98,18,3031.54,1
30,45289.4,Male,Married,6,58,11,2068.9,0
45,84721.86,Female,Married,29,89,14,2862.67,1
65,81826.2,Male,Divorced,58,15,9,2481.93,1
46,72182.76,Male,Widowed,17,5,15,2180.81,0
30,38153.74,Male,Single,16,56,12,3204.97,0
63,53671.83,Male,Married,87,46,10,3051.14,0
52,84261.95,Female,Widowed,95,47,19,2377.93,1
23,62834.34,Male,Married,3,41,19,2631.1,0
35,106386.59,Male,Widowed,21,75,6,2025.02,0
68,67866.36,Male,Widowed,64,59,6,2604.93,0
22,63840.98,Male,Divorced,90,76,8,2647.36,0
64,53817.67,Male,Married,36,3,1,2072.2,1
42,62670.82,Male,Single,106,1,17,2986.93,1
19,56950.6,Male,Divorced,101,89,17,2206.18,0
27,74162.17,Male,Divorced,117,58,15,2940.68,0
47,79134.05,Female,Single,86,26,7,2299.56,0
67,44280.21,Male,Divorced,62,26,19,2610.48,1
62,33375.34,Female,Widowed,42,78,3,1383.75,1
22,23275.89,Male,Widowed,76,71,11,2563.48,0
50,70159.83,Male,Married,42,6,19,3128.48,0
18,37932.67,Male,Married,61,62,9,1598.76,0
35,16942.19,Male,Single,13,45,10,2509.24,0
49,67771.57,Female,Married,11,62,2,2161.12,0
64,109859.99,Male,Widowed,54,11,1,1772.89,1
66,59878.58,Male,Single,16,12,16,2989.92,0
28,76769.82,Female,Single,8,42,18,2833.67,1
38,61636.59,Female,Married,104,16,17,2991.59,1
43,58022.21,Male,Widowed,59,62,6,2567.12,0
42,78381.53,Female,Single,57,80,14,2967.4,1
39,54194.51,Female,Widowed,40,35,15,3258.41,0
44,65347.85,Female,Widowed,109,84,14,2869.16,0
66,66433.96,Male,Widowed,59,7,3,1911.48,1
30,46638.19,Male,Married,2,68,19,2626.1,0
50,79840.85,Male,Divorced,94,89,12,2068.35,0
51,56500.8,Female,Divorced,94,79,2,2175.59,0
58,44885.1,Male,Single,76,35,3,2810.66,0
52,70730.2,Female,Widowed,10,27,18,2720.77,0
18,42030.64,Male,Married,44,92,1,2274.8,0
38,60563.62,Male,Widowed,11,46,6,1923.86,0
65,59817.62,Female,Widowed,79,75,5,2347.4,0
23,81717.91,Male,Married,80,29,1,2679.67,0
45,69493.96,Female,Divorced,81,22,19,3293.12,1
34,59499.46,Female,Widowed,90,15,1,1264.59,0
22,76355.33,Male,Widowed,2,13,16,3085.35,1
48,87804.15,Female,Divorced,50,73,12,2908.11,1
22,71156.21,Male,Married,12,70,8,2486.74,0
55,60207.05,Male,Single,115,51,16,3133.76,0
20,33763.28,Female,Divorced,90,36,1,1633.25,0
40,38697.73,Male,Single,23,28,4,2231.63,0
54,53895.51,Female,Single,18,66,10,3055.09,1
54,47809.76,Male,Divorced,62,14,11,3059.97,0
27,56260.57,Male,Widowed,96,99,17,3124.02,0
27,61133.0,Male,Single,113,46,7,1908.5,0
36,70593.86,Male,Single,62,45,12,2079.77,1
34,58590.02,Male,Married,38,51,7,2407.27,0
38,69730.03,Female,Widowed,111,18,12,2690.39,0
31,61289.49,Female,Single,67,76,15,2699.81,0
26,20490.67,Female,Married,38,20,2,1697.61,1
63,41213.29,Female,Widowed,67,63,14,2918.48,1
18,57118.25,Female,Divorced,94,36,13,2705.08,1
68,35806.11,Female,Divorced,61,26,4,2344.91,0
62,71998.57,Male,Married,1,54,14,2996.72,0
30,90615.02,Male,Divorced,94,28,14,2563.18,1
21,84375.24,Female,Single,45,19,16,2555.62,1
18,55731.14,Female,Widowed,96,24,7,2903.78,0
66,89814.52,Male,Single,28,69,19,2571.32,1
57,62973.35,Male,Single,21,62,2,1865.41,0
49,53258.28,Male,Divorced,110,35,10,3117.12,0
51,47731.95,Female,Single,13,1,18,2626.49,1
45,53950.61,Female,Divorced,27,21,17,2800.69,1
48,52236.46,Female,Widowed,100,95,5,2044.02,1
25,63408.32,Male,Widowed,7,15,12,1708.39,0
56,63211.48,Male,Single,22,17,6,2238.35,1
43,60060.92,Female,Married,74,68,9,1944.69,0
51,68738.76,Female,Divorced,103,53,1,2177.29,0
20,83812.93,Male,Divorced,53,99,15,3302.82,0
67,78991.08,Male,Single,79,29,6,1192.91,0
29,30302.04,Male,Divorced,79,44,19,2746.54,1
18,10000.0,Male,Divorced,4,18,18,3126.16,0
61,78686.4,Female,Married,96,86,6,1208.33,0
22,32662.43,Male,Married,23,33,13,3318.13,1
47,55504.69,Male,Single,119,12,1,2239.95,0
47,36597.74,Male,Married,70,42,13,3191.61,1
34,23960.39,Female,Single,88,61,7,2068.03,1
65,70829.25,Female,Widowed,84,92,15,2528.34,0
64,75183.1,Male,Single,101,99,12,2519.53,0
40,48469.79,Male,Widowed,84,21,1,3119.1,0
32,10000.0,Male,Single,76,51,15,3409.05,0
54,49075.11,Female,Divorced,33,51,4,2266.17,0
38,67836.08,Female,Married,28,35,13,2777.2,0
31,30421.77,Female,Widowed,8,72,5,2567.45,0
19,63667.2,Male,Single,1,18,2,3295.78,0
28,59693.8,Female,Married,37,37,1,2241.36,0
68,71585.83,Male,Single,63,69,16,2822.98,1
56,62391.61,Male,Married,22,78,6,2130.7,0
55,40538.62,Male,Married,70,56,16,2917.46,1
51,83931.43,Female,Single,21,19,14,2406.49,1
55,56829.41,Male,Widowed,96,8,3,2398.05,0
67,59453.91,Female,Widowed,35,31,15,2033.7,1
51,41334.64,Female,Divorced,79,3,3,2019.75,0
35,51134.35,Male,Married,5,49,2,2467.32,0
47,42303.95,Male,Divorced,60,81,1,2234.56,0
32,56541.08,Female,Divorced,120,4,9,2218.69,1
44,94234.17,Male,Single,46,19,9,2333.99,0
68,32561.98,Female,Single,50,86,7,2867.67,0
51,27728.77,Male,Single,48,74,3,1544.8,0
69,89423.41,Female,Married,6,36,18,2297.7,1
55,55813.53,Female,Single,89,21,11,2085.18,0
50,46618.55,Female,Single,56,57,7,2344.66,0
41,80798.09,Female,Married,110,67,9,1771.63,0
32,47887.69,Male,Married,59,92,1,2526.5,0
47,96520.19,Male,Widowed,120,43,14,2237.85,0
59,73558.52,Female,Single,104,33,6,2412.18,0
68,50241.77,Female,Single,29,76,7,2060.46,0
34,103146.16,Male,Single,71,41,10,2467.25,0
22,47885.7,Male,Widowed,104,8,7,1548.33,0
46,74841.91,Male,Single,77,94,2,2600.66,0
21,65985.85,Male,Widowed,102,6,4,1719.25,0
27,86034.83,Male,Divorced,18,67,17,2316.89,1
34,91230.22,Male,Widowed,2,18,1,3239.5,1
27,60640.08,Female,Divorced,8,93,10,2777.15,0
34,44931.64,Male,Single,75,30,19,3431.21,1
37,69199.44,Male,Divorced,97,34,15,2979.45,0
41,46445.69,Female,Widowed,54,56,10,2273.76,0
22,100267.74,Male,Married,38,84,19,2296.58,1
51,62730.71,Male,Divorced,48,60,12,2450.59,0
23,52693.57,Male,Divorced,27,30,16,2310.92,1
19,63693.61,Male,Single,20,82,9,1990.94,1
30,33057.47,Male,Widowed,12,94,15,1958.41,0
60,40567.72,Female,Divorced,43,52,17,2907.24,0
60,84008.28,Male,Divorced,61,31,14,3486.71,1
65,46862.11,Female,Divorced,31,65,18,3179.07,1
28,39061.78,Female,Divorced,91,58,2,2047.1,0
68,70733.06,Male,Married,96,9,4,2179.71,0
64,83714.08,Female,Widowed,61,1,18,1376.11,1
40,74379.07,Male,Single,74,65,7,2138.08,0
33,79920.95,Female,Single,67,59,13,1936.66,0
48,44864.1,Female,Married,109,87,15,2817.21,0
28,31563.79,Male,Widowed,91,16,1,1920.01,0
33,90026.67,Male,Divorced,35,95,11,2115.35,0
25,53546.4,Male,Married,95,15,10,2555.95,1
21,54983.34,Male,Widowed,15,15,5,2301.64,0
57,86563.88,Male,Divorced,16,45,16,3559.31,0
21,71124.6,Female,Married,13,38,11,2893.21,1
42,69117.76,Female,Widowed,113,30,6,2408.49,0
20,103300.05,Female,Single,35,87,9,1976.24,1
49,47129.64,Female,Single,116,0,13,2113.28,0
20,78556.8,Female,Widowed,75,10,8,2699.42,1
44,61140.26,Female,Single,59,84,14,2599.97,1
46,65371.85,Female,Widowed,21,3,1,2174.68,0
49,90569.37,Male,Divorced,115,70,17,3339.0,0
67,70156.72,Male,Widowed,54,25,5,1493.43,1
68,70765.92,Female,Divorced,75,49,2,2798.52,0
36,81450.15,Female,Married,30,11,9,2934.69,0
38,52700.95,Male,Widowed,48,94,4,1172.78,0
22,43215.81,Male,Married,117,80,17,4026.55,0
35,39103.82,Male,Single,35,96,17,3010.69,1
45,20672.87,Male,Divorced,86,74,18,2660.73,0
59,101124.14,Female,Widowed,38,91,16,3059.53,1
39,37935.83,Male,Married,31,95,8,1911.26,0
38,55574.93,Female,Divorced,78,64,11,2823.06,0
23,54463.73,Female,Divorced,24,46,18,2503.25,0
18,66148.13,Female,Single,114,91,10,3510.18,0
22,76314.74,Male,Single,49,52,13,2680.05,0
58,77209.47,Male,Divorced,96,70,17,3174.91,0
29,48338.45,Female,Divorced,100,1,18,2506.97,1
43,56657.57,Female,Widowed,32,23,10,2908.25,0
63,65651.6,Female,Divorced,55,3,16,2793.71,1
51,55026.18,Male,Widowed,79,18,5,1544.07,0
66,92146.91,Female,Divorced,107,25,13,2530.62,1
31,69819.5,Male,Single,58,74,18,3865.56,1
43,74697.56,Female,Widowed,99,39,17,3279.49,1
62,73257.63,Female,Married,3,49,9,2260.51,1
44,83469.48,Female,Single,80,42,14,1765.42,0
26,63620.43,Male,Widowed,69,74,17,2433.75,1
43,34063.36,Male,Widowed,85,66,4,1496.76,0
64,67993.76,Female,Married,10,11,18,1977.5,1
39,46972.86,Male,Widowed,83,66,15,3142.8,0
64,49427.67,Female,Divorced,25,26,11,2581.19,0
47,71727.28,Male,Married,68,53,12,3497.55,0
60,84765.66,Male,Single,61,65,9,1951.18,1
65,60425.43,Male,Single,29,48,13,2648.86,0
34,66176.66,Female,Divorced,19,15,15,2052.91,0
43,94044.3,Male,Single,43,1,15,2452.56,1
53,64815.06,Male,Widowed,66,59,5,2138.95,1
18,112033.66,Female,Widowed,74,53,19,2762.67,1
25,71310.19,Female,Divorced,61,29,14,2726.77,1
66,24784.74,Female,Single,43,83,17,3335.8,0
52,75066.83,Female,Single,25,37,18,3333.21,0
69,67623.17,Male,Divorced,20,27,3,1765.33,0
32,85795.06,Male,Married,48,24,2,2084.82,1
64,73463.63,Male,Single,83,95,1,2447.05,0
39,57230.88,Male,Married,87,9,10,3017.87,1
31,35514.04,Male,Single,24,59,19,2619.42,0
43,55819.53,Female,Single,11,41,17,3204.08,0
45,42989.59,Male,Single,110,39,12,2765.57,0
40,48389.53,Male,Single,98,96,1,1517.01,0
31,71771.57,Male,Widowed,55,76,12,3000.08,0
41,93398.09,Female,Married,28,41,17,2925.77,1
19,67893.43,Female,Married,69,46,3,1279.3,0
62,36082.34,Male,Single,63,36,11,2403.07,0
43,68892.05,Female,Single,59,79,17,2869.93,1
31,83932.63,Female,Married,5,21,3,1847.09,1
68,47804.34,Female,Widowed,51,56,8,3014.11,0
24,57319.66,Female,Divorced,21,83,4,2832.23,1
20,60293.76,Female,Divorced,12,26,7,2158.75,0
64,44302.03,Female,Married,50,40,14,2453.89,1
40,72965.61,Female,Single,4,79,14,2634.38,0
63,57581.04,Male,Single,118,33,4,2099.96,0
60,68390.65,Male,Widowed,113,31,16,2503.75,1
64,42250.16,Female,Divorced,42,89,1,195.6,0
62,51250.83,Male,Widowed,84,88,17,3727.41,0
35,74447.63,Male,Divorced,38,65,10,2500.21,1
55,52543.34,Female,Married,25,11,16,2710.84,1
